,PLAYER_NAME,combined_zone,SHOT_TYPE,TEAM_NAME,TEAM_ID,PLAYER_ID,FGM,FGA,FG%,shot_value,scaled_pts_per_OREB,OREB%,xpps
340,Tyreke Evans,Mid-Range_Right Side(R)_8-16 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,201936,0,1,0.0,2,0.8031560771304921,0.13636363636363635,0.10952128324506709
341,Victor Oladipo,Mid-Range_Right Side(R)_8-16 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,203506,3,7,0.42857142857142855,2,0.8031560771304921,0.13636363636363635,0.9197264475686098
342,Aaron Holiday,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1628988,15,24,0.625,2,1.5232144288736502,0.31926121372031663,1.4323637327444376
343,Bojan Bogdanovic,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,202711,73,109,0.6697247706422018,2,1.5232144288736502,0.31926121372031663,1.5000634710409726
344,Cory Joseph,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,202709,29,47,0.6170212765957447,2,1.5232144288736502,0.31926121372031663,1.4202863653560214
345,Darren Collison,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,201954,43,79,0.5443037974683544,2,1.5232144288736502,0.31926121372031663,1.3102141562464054
346,Domantas Sabonis,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1627734,123,166,0.7409638554216867,2,1.5232144288736502,0.31926121372031663,1.6078978394861176
347,Doug McDermott,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,203926,28,41,0.6829268292682927,2,1.5232144288736502,0.31926121372031663,1.5200473837839148
348,Edmond Sumner,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1628410,0,1,0.0,2,1.5232144288736502,0.31926121372031663,0.4863032873185005
349,Ike Anigbogu,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1628387,0,1,0.0,2,1.5232144288736502,0.31926121372031663,0.4863032873185005
350,Kyle O'Quinn,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,203124,8,14,0.5714285714285714,2,1.5232144288736502,0.31926121372031663,1.3512728374222145
351,Myles Turner,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1626167,65,97,0.6701030927835051,2,1.5232144288736502,0.31926121372031663,1.500636136022598
352,TJ Leaf,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,1628388,10,16,0.625,2,1.5232144288736502,0.31926121372031663,1.4323637327444376
353,Thaddeus Young,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,201152,123,192,0.640625,2,1.5232144288736502,0.31926121372031663,1.4560152438800862
354,Tyreke Evans,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,201936,56,129,0.43410852713178294,2,1.5232144288736502,0.31926121372031663,1.143411937784888
355,Victor Oladipo,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Indiana Pacers,1610612754,203506,54,90,0.6,2,1.5232144288736502,0.31926121372031663,1.3945213149274
356,Aaron Holiday,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,1628988,0,5,0.0,3,1.0652486529476193,0.23636363636363636,0.2517860452421645
357,Bojan Bogdanovic,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,202711,7,17,0.4117647058823529,3,1.0652486529476193,0.23636363636363636,1.3834035560248028
358,Cory Joseph,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,202709,1,6,0.16666666666666666,3,1.0652486529476193,0.23636363636363636,0.7098217043684705
359,Darren Collison,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,201954,9,15,0.6,3,1.0652486529476193,0.23636363636363636,1.9007144180968656
360,Doug McDermott,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,203926,7,14,0.5,3,1.0652486529476193,0.23636363636363636,1.6258930226210824
361,Kyle O'Quinn,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,203124,0,1,0.0,3,1.0652486529476193,0.23636363636363636,0.2517860452421645
362,Myles Turner,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,1626167,1,2,0.5,3,1.0652486529476193,0.23636363636363636,1.6258930226210824
363,TJ Leaf,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,1628388,0,2,0.0,3,1.0652486529476193,0.23636363636363636,0.2517860452421645
364,Thaddeus Young,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,201152,1,7,0.14285714285714285,3,1.0652486529476193,0.23636363636363636,0.6443880387789982
365,Tyreke Evans,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,201936,3,7,0.42857142857142855,3,1.0652486529476193,0.23636363636363636,1.4295920258526653
366,Victor Oladipo,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Indiana Pacers,1610612754,203506,3,11,0.2727272727272727,3,1.0652486529476193,0.23636363636363636,1.0012989419943015
367,Abdel Nader,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1627846,0,2,0.0,3,1.206457714204194,0.19337016574585636,0.23329292816103198
368,Alex Abrines,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203518,11,35,0.3142857142857143,3,1.206457714204194,0.19337016574585636,1.1028294364532791
369,Dennis Schroder,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203471,17,46,0.3695652173913043,3,1.206457714204194,0.19337016574585636,1.2557716286232594
370,Deonte Burton,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1629126,1,3,0.3333333333333333,3,1.206457714204194,0.19337016574585636,1.1555286187740212
371,Hamidou Diallo,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1628977,0,2,0.0,3,1.206457714204194,0.19337016574585636,0.23329292816103198
372,Jerami Grant,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203924,2,16,0.125,3,1.206457714204194,0.19337016574585636,0.579131312140903
373,Patrick Patterson,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,202335,4,15,0.26666666666666666,3,1.206457714204194,0.19337016574585636,0.9710814806514235
374,Paul George,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,202331,21,57,0.3684210526315789,3,1.206457714204194,0.19337016574585636,1.252606059891178
375,Raymond Felton,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,101109,1,9,0.1111111111111111,3,1.206457714204194,0.19337016574585636,0.5407048250320284
376,Russell Westbrook,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,201566,16,48,0.3333333333333333,3,1.206457714204194,0.19337016574585636,1.1555286187740212
377,Terrance Ferguson,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1628390,4,21,0.19047619047619047,3,1.206457714204194,0.19337016574585636,0.7602847513684544
378,Timothe Luwawu-Cabarrot,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1627789,0,4,0.0,3,1.206457714204194,0.19337016574585636,0.23329292816103198
379,Abdel Nader,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1627846,2,2,1.0,2,1.3115324702233957,0.33088235294117646,2.0
380,Alex Abrines,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203518,0,2,0.0,2,1.3115324702233957,0.33088235294117646,0.43396294970627064
381,Dennis Schroder,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203471,17,40,0.425,2,1.3115324702233957,0.33088235294117646,1.0995286960811055
382,Deonte Burton,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1629126,1,5,0.2,2,1.3115324702233957,0.33088235294117646,0.7471703597650166
383,Hamidou Diallo,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1628977,2,10,0.2,2,1.3115324702233957,0.33088235294117646,0.7471703597650166
384,Jerami Grant,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203924,7,23,0.30434782608695654,2,1.3115324702233957,0.33088235294117646,0.9105829215347969
385,Nerlens Noel,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203457,6,16,0.375,2,1.3115324702233957,0.33088235294117646,1.0212268435664191
386,Patrick Patterson,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,202335,2,5,0.4,2,1.3115324702233957,0.33088235294117646,1.0603777698237624
387,Paul George,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,202331,10,26,0.38461538461538464,2,1.3115324702233957,0.33088235294117646,1.0362848921269359
388,Raymond Felton,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,101109,3,5,0.6,2,1.3115324702233957,0.33088235294117646,1.3735851798825083
389,Russell Westbrook,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,201566,4,19,0.21052631578947367,2,1.3115324702233957,0.33088235294117646,0.7636549602944243
390,Steven Adams,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203500,24,58,0.41379310344827586,2,1.3115324702233957,0.33088235294117646,1.0819782808622966
391,Terrance Ferguson,In The Paint (Non-RA)_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1628390,0,3,0.0,2,1.3115324702233957,0.33088235294117646,0.43396294970627064
392,Abdel Nader,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1627846,5,7,0.7142857142857143,2,1.2752605343220305,0.3181818181818182,1.544504204418886
393,Alex Abrines,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203518,9,16,0.5625,2,1.2752605343220305,0.3181818181818182,1.302522063016419
394,Dennis Schroder,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203471,72,137,0.5255474452554745,2,1.2752605343220305,0.3181818181818182,1.2436109963890258
395,Deonte Burton,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1629126,11,20,0.55,2,1.2752605343220305,0.3181818181818182,1.2825941219597454
396,Hamidou Diallo,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1628977,49,79,0.620253164556962,2,1.2752605343220305,0.3181818181818182,1.3945941957466204
397,Jerami Grant,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203924,93,135,0.6888888888888889,2,1.2752605343220305,0.3181818181818182,1.50401568925612
398,Nerlens Noel,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203457,46,67,0.6865671641791045,2,1.2752605343220305,0.3181818181818182,1.5003143138028077
399,Patrick Patterson,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,202335,11,23,0.4782608695652174,2,1.2752605343220305,0.3181818181818182,1.1682250689388352
400,Paul George,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,202331,87,133,0.6541353383458647,2,1.2752605343220305,0.3181818181818182,1.4486103527175986
401,Raymond Felton,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,101109,3,9,0.3333333333333333,2,1.2752605343220305,0.3181818181818182,0.9371764769774005
402,Russell Westbrook,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,201566,112,181,0.6187845303867403,2,1.2752605343220305,0.3181818181818182,1.3922528473323807
403,Steven Adams,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,203500,167,255,0.6549019607843137,2,1.2752605343220305,0.3181818181818182,1.4498325292588896
404,Terrance Ferguson,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1628390,20,32,0.625,2,1.2752605343220305,0.3181818181818182,1.4021617682997878
405,Timothe Luwawu-Cabarrot,Restricted Area_Center(C)_Less Than 8 ft._2PT Field Goal,2PT Field Goal,Oklahoma City Thunder,1610612760,1627789,8,17,0.47058823529411764,2,1.2752605343220305,0.3181818181818182,1.1559930846585238
406,Abdel Nader,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1627846,0,1,0.0,3,1.494844002783211,0.23170731707317074,0.3463662933278172
407,Alex Abrines,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203518,5,10,0.5,3,1.494844002783211,0.23170731707317074,1.6731831466639087
408,Dennis Schroder,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203471,1,7,0.14285714285714285,3,1.494844002783211,0.23170731707317074,0.7254568228524148
409,Deonte Burton,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1629126,1,2,0.5,3,1.494844002783211,0.23170731707317074,1.6731831466639087
410,Hamidou Diallo,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1628977,2,8,0.25,3,1.494844002783211,0.23170731707317074,1.0097747199958629
411,Jerami Grant,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,203924,18,43,0.4186046511627907,3,1.494844002783211,0.23170731707317074,1.4571897054231495
412,Patrick Patterson,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,202335,5,17,0.29411764705882354,3,1.494844002783211,0.23170731707317074,1.126846795290224
413,Paul George,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,202331,10,20,0.5,3,1.494844002783211,0.23170731707317074,1.6731831466639087
414,Raymond Felton,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,101109,1,2,0.5,3,1.494844002783211,0.23170731707317074,1.6731831466639087
415,Russell Westbrook,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,201566,1,3,0.3333333333333333,3,1.494844002783211,0.23170731707317074,1.2309108622185447
416,Terrance Ferguson,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1628390,9,17,0.5294117647058824,3,1.494844002783211,0.23170731707317074,1.7512311968601495
417,Timothe Luwawu-Cabarrot,Right Corner 3_Right Side(R)_24+ ft._3PT Field Goal,3PT Field Goal,Oklahoma City Thunder,1610612760,1627789,1,6,0.16666666666666666,3,1.494844002783211,0.23170731707317074,0.788638577773181
418,Al Horford,Above the Break 3_Center(C)_24+ ft._3PT Field Goal,3PT Field Goal,Boston Celtics,1610612738,201143,14,38,0.3684210526315789,3,1.5332711097639176,0.14388489208633093,1.2445986620005074
419,Aron Baynes,Above the Break 3_Center(C)_24+ ft._3PT Field Goal,3PT Field Goal,Boston Celtics,1610612738,203382,5,18,0.2777777777777778,3,1.5332711097639176,0.14388489208633093,0.9926660625653951
420,Brad Wanamaker,Above the Break 3_Center(C)_24+ ft._3PT Field Goal,3PT Field Goal,Boston Celtics,1610612738,202954,0,1,0.0,3,1.5332711097639176,0.14388489208633093,0.22061454816747014
